Question,Link,Answer,polarity,subjectivity,polarity_category,subjectivity_category
"Which is better, Amity University or K.J. Somaiya College of Engineering and Technology?",https://www.quora.com/unanswered/Which-is-better-Amity-University-or-K-J-Somaiya-College-of-Engineering-and-Technology,"KJ Somaiya College of Engineering (KJSCE)

• Affiliation: Affiliated with the University of Mumbai.

• Status: Autonomous institution.

• Reputation: Highly reputed for its academic standards and research opportunities.

• Courses: Offers undergraduate and postgraduate programs in various engineering fields, including Computer Engineering, Electronics, and Mechanical Engineering.

• Infrastructure: Modern and well-equipped with state-of-the-art facilities.

• Placements: Known for strong placement records with high packages. In 2024, the highest package was INR 58 LPA and the average was INR 11.35 LPA.

• Campus Life: Vibrant campus life with a range of student activities and organizations.

KJ Somaiya Institute of Engineering and Information Technology (KJSIEIT)

• Affiliation: Also affiliated with the University of Mumbai.

• Status: Un-aided institution (not autonomous).

• Reputation: Well-regarded but generally considered to have a lower profile compared to KJSCE.

• Courses: Offers undergraduate programs primarily in Computer Engineering, Information Technology, and Electronics.

• Infrastructure: Good facilities, but may not be as extensive as those at KJSCE.

• Placements: Offers good placement opportunities, but with lower packages compared to KJSCE. The average package is around INR 5-6 LPA, with the highest at INR 14.5 LPA as of 2023-24.

• Campus Life: Active campus life with student events and organizations, though smaller in scale compared to KJSCE.

Summary

• Autonomy: KJSCE is an autonomous institution with more flexibility in academics and curriculum, whereas KJSIEIT is not autonomous.

• Reputation and Courses: KJSCE is generally considered to have a higher reputation and a broader range of advanced courses.

• Placements: KJSCE has higher placement packages compared to KJSIEIT.

• Infrastructure: KJSCE typically offers more extensive infrastructure and facilities.

KJSCE might be the better choice for those seeking a high-reputation institution with advanced academic and research opportunities, while KJSIEIT is a strong option for those looking for good engineering programs with a focus on placement opportunitie",0.20333333333333337,0.44574074074074066,positive,objective
How is K.J. Somaiya College for an M.Tech in Computer Engineering?,https://www.quora.com/unanswered/How-is-K-J-Somaiya-College-for-an-M-Tech-in-Computer-Engineering,"No. Mumbai University on a whole is a B- or even C grade (depending on the college) when it comes to Masters in Engineering courses. There is little to no emphasis on research or even developing a research mindset.

VJTI and UDCT are the only decent options. I suggest that you do not waste your time on KJ Somaiya, Vivekanand, DJ Sanghvi etc.",0.05583333333333333,0.5133333333333333,neutral,subjective
What are the differences between Manipal Institute of Technology (Manit) and K.J. Somaiya College of Engineering (SGSITS)? Which would be better for a chemical engineering student?,https://www.quora.com/unanswered/What-are-the-differences-between-Manipal-Institute-of-Technology-Manit-and-K-J-Somaiya-College-of-Engineering-SGSITS-Which-would-be-better-for-a-chemical-engineering-student,"See, if you seriously wanna study then anyplace is good.

Now coming to the point. Let me set you up with few things. Firstly, with respect to the Manipal Institute of Technology (Note: this is regarding main campus of manipal which is the only one worth studying)

Go for it, if you want a better exposure. I mean, the atmosphere, college life and the environment. You would surely get a better overall experience of college life and engineering here.
Go for it, if you are only concerned about the campus placements because manipal will surely provide you with a good campus placement. Although, keep in
Continue Reading",0.21805555555555553,0.5465740740740741,positive,subjective
Is K.J. Somaiya college good for mechanical Engineering?,https://interviewpreparation.quora.com/Is-K-J-Somaiya-college-good-for-mechanical-Engineering,"Good college and good placement

top colleges for mechanical branch

Best college",0.725,0.5,positive,objective
"What are the advantages and disadvantages of studying at K.J. Somaiya College of Engineering, Mumbai? What kind of campus placements do they provide after graduation? Is the degree worth it?",https://www.quora.com/unanswered/What-are-the-advantages-and-disadvantages-of-studying-at-K-J-Somaiya-College-of-Engineering-Mumbai-What-kind-of-campus-placements-do-they-provide-after-graduation-Is-the-degree-worth-it,"I have completed my electronics engineering from K.J. Somaiya so I consider myself eligible to answer this question.

The K.J. placement faculty would get offended with my below statement: Placements in K.J. are biased and more inclined towards Comps/I.T. branches.

Most of the companies that visit K.J. have their eligibility criteria set as only Comps/IT branches are allowed. Being an electronics engineer, you dream of getting placed in a core company. The dream gets thrashed when you realize there are only 5 odd core companies (companies looking for electronics engineer) that visit K.J. for recruitment. They recruit the cream students, your class toppers.

Being an average student, as I was, you are left with two options. Opt for off-campus placements or appear for interviews of Infosys and Accenture(Every year Infosys and Accenture collectively recruit 200 odd students from K.J.).

Don’t go by what the graphs say on K.J.’s website. They are meant to lure you. If you wish to work in an IT firm, K.J. is one of the best for placement. If you wish to work in an electronics company, better start looking for off-campus opportunities.",0.16515151515151516,0.4636363636363636,positive,objective
"Do autonomous engineering colleges affiliated to the Mumbai University (K.J. Somaiya), and the colleges of the Mumbai University, have the same portions?",https://www.quora.com/Do-autonomous-engineering-colleges-affiliated-to-the-Mumbai-University-K-J-Somaiya-and-the-colleges-of-the-Mumbai-University-have-the-same-portions,"Yes and no. Vjti doesn't for the most part even subjects and no of subjects drastically differs. First year is same. Papers in Vjti are also tougher than MU. Projects and labs also have nothing to do with MU. The teacher has a lot of leeway in setting up the curriculum.

I really do not know about KJ but since their autonomity is recent their portions might be similar to MU.",0.10833333333333334,0.3013888888888889,positive,objective
What is the difference between K.J. Somaiya and PES College of Engineering?,https://www.quora.com/unanswered/What-is-the-difference-between-K-J-Somaiya-and-PES-College-of-Engineering,"LPU is top most university in India. LPU has best ranking as compared to other university. I want to tell that Lovely Professional University (LPU) receives highest NAAC Grade ‘A++’ amongst all Dual Mode Universities of India (Both Government and Private).which is a proud moment. LPU has achieved a score of 3.68 on a 4-point scale, reflecting its commitment to excellence across these domains

In the recent NIRF rankings LPU has been ranked 38 among top Universities in India.

LPU has it all to be the best Engineering College or University.

Following are the major highlights.

1. The LPU infrastructure is quite vast and enough to support all types of practical like the ones needed for agriculture, physical education etc. The lush lawns are very inviting.
2. LPU has all the necessary accreditation.
3. The faculty is not only experienced but is updated with the latest learnings by industry experts in the faculty development programs held at regular intervals. The faculty is academically very helpful too.
3. Industry immersion can be seen as there are seminars and workshops held by the industry experts and the alumni, so that the students can get a fair idea of the market trends
4. The labs are well-equipped with the latest technology. The main library is a nine story building and is well-equipped, besides this there are libraries in each block.
5 Seminars and workshops are conducted on a regular basis to give hands on training to the students
6. LPU gives impetus to aid research and offers financial aids too for propelling research.
7. The School of Professional Enhancement gives the necessary analytical, logical skills and soft skills to polish the student to the core to make him placement ready. Even mock placement drives are held.

The placement season from LPU becomes the favourite landing place for top recruiters like Cognizant Technology Solutions, Tech Mahindra, Capgemini, Amazon, Bosch Engineering, Tata Consultancy Services, Federal Bank, and many more!",0.28051801801801796,0.4731090981090981,positive,objective
"Which is a better engineering college in Mumbai between D.J. Sanghvi and K.J. Somaiya, Vidyavihar?",https://www.quora.com/Which-is-a-better-engineering-college-in-Mumbai-between-D-J-Sanghvi-and-K-J-Somaiya-Vidyavihar-1,"If I would have been at your place I would have decided on the stream in which I want to pursue my career. I will list down advantages of coming to K. J. Somaiya because I am an alumni of this college…

Placement: After getting autonomous status the placements have been enormous. Every week a company visits the campus of vidyavihar. This makes your chances of Campus selection more compared to others.
Teaching : Some professor are really good. By Good I mean “ really good”. Some pathetic. But that's a case everywhere.
Riddle : This is a organization which provides startup incubation inside the campus. So if you are tech savvy this can improve your project making skills to a great level.

One of the biggest cons is the Gujrati minorities which somaiya holds. This can be boon to this community guys but I feel a better talent needs to be nurtured than a religion biasing

IF you have doubts you can reach me on my email: dassoumen2488@gmail.com I can help you evaluate.

P.s - I am software engineer who enjoys blogging and knowing about career opportunities and provide guidance. It's just a hobby I am not a professional career counselor.",0.23182870370370368,0.602199074074074,positive,subjective
What are the differences between K.J. Somaiya College and SIES College for an electrical engineer?,https://www.quora.com/unanswered/What-are-the-differences-between-K-J-Somaiya-College-and-SIES-College-for-an-electrical-engineer,"Before you make a choice, I'd like to let you know that both colleges are great for the branches you've mentioned. But here are a few favtors that you should consider, before you decide :

KJ Somaiya is an autonomous Institution and is now a little more prestigious than the Mumbai University.
Attendance isn't strict in KJ as far as I know. It is pretty strict in Vivekanand.
Electronics and Telecommunications has an upper edge over pure electronics, period.
If you're in the Mumbai University, you don't have to worry much about your exams as it usually includes a big repetition of the previous year's papers. This is not the case in KJ. The papers are much harder and the exam schedules are way more hectic.
MU gives 5 days of holiday before every semester paper. KJ only gives one or two days. This makes the exams very hectic in KJ.

The semester ends in KJ before MU, as their papers get over very early. Kj students get as much as two months of leave after every semester whereas MU students get barely one month. One can use these vacations for doing internships and co curricular courses that have a positive effect on one's resume. However, I would like to mention that one month is sufficient for doing internships.

So basically, it is a pretty even match between the two. The deciding factor must be one's interest in a particular field. That makes a world of a difference. So you should listen to your heart and think whether the telecommunications part of the industry interests you more or core electronics.

To make it easier for you, I'll tell you a little bit about both the branches.

Both branches are very similar to each other.
The basic concepts are the same.
Electronics also has a few subjects of telecommunications such as Digital Communication, and vice versa.
However, electronics will teach you more about electronic components, circuits and more basic ideas needed in general electronics.
Telecommunications will try to give you a deeper perspective of communication technologies.

All the best! Hope this helps you make your choice.",0.14382590382590382,0.4001474201474201,positive,objective
Which is a better college between J.N.Tata Institute of Social Sciences (Mumbai) and K.J. Somaiya Institute of Engineering & Information Technology?,https://www.quora.com/unanswered/Which-is-a-better-college-between-J-N-Tata-Institute-of-Social-Sciences-Mumbai-and-K-J-Somaiya-Institute-of-Engineering-Information-Technology,"Hello Aspirant,

The K.J. Somaiya Institute of Engineering and Information Technology (KJSIEIT) in Mumbai, India has several benefits for students pursuing an electronics degree, including:

Placements KJSIEIT has the highest average placement salary and the highest number of students placed in top companies. In 2023, the highest package offered was INR 25.96 LPA and the average package was INR 12.32 LPA. 88 companies visited during KJ Somaiya Engineering placements in 2023.
Academic programs KJSIEIT is known for its rigorous academic programs.
Internships Students get opportunities to intern with leading companies during their course of study.
Cultural activities The college organizes cultural festivals, concerts, fairs, and sports tournaments.
Recruiters Some of the top recruiters that participate in the placement drive include Amazon, EY, PwC, Hindustan Unilever Limited, and GSk.

Other popular branches with good placements include:

Electronics and Telecommunications Engineering
Information Technology
Artificial Intelligence and Data Science

Hope it helps

Please follow, upvote, and share.",0.10025510204081632,0.3584183673469387,positive,objective
"Which college is better for electronics and computer engineering, Manipal main campus or K.J. Somaiya?",https://www.quora.com/unanswered/Which-college-is-better-for-electronics-and-computer-engineering-Manipal-main-campus-or-K-J-Somaiya,"My opinion : sure SP is good and has great alumni but the amount of frustration you will have to go here is crazy . Only people having a good temper can survive here.

The faculty behaviour and general SP placements aren’t always constant . Nothing in SP is guaranteed , you will have to work for every little thing and the current trend in my batch in terms of academics is that the exams question papers have been made extremely hard for no reason .

If placements are your concern my experience from my seniors first hand accounts has been that the placements arent that great compared to lower tier colleges .

SP is slightly better , but at some point everyone should ask themselves ,is it worth putting in the effort or is it better to go to a lower tier college and having a good tech circle and work hard there ?

Also i have heard that attendance is not required in kj . Im not sure about this though . If it is true i think it would be a killer advantage in cs as you would be able to do your own self learning which is very much required in cs and is important since cs syllabus in india is outdated .

These are some facts about SP . Im not trying to influence you either way or trying to say that one college is better than the other , Make an informed choice",0.2320061728395061,0.6026337448559671,positive,subjective
Can I get admission in K.J. Somaiya Engineering College if I scored 124 in the PERA CET?,https://www.quora.com/unanswered/Can-I-get-admission-in-K-J-Somaiya-Engineering-College-if-I-scored-124-in-the-PERA-CET,"Please apply admission phase on the basis of PARA CET is going on for more details please check following link

Bachelor of Technology
How Can We Help You ? We are happy to answer all your admission related enquiries. Fill out the form and we will be in touch with you shortly.
https://kjsce.somaiya.edu/en/admission/btech",0.26,0.45999999999999996,positive,objective
Is it worth to take a branch under the pretext of changing it after first year? Is it possible to change branches in engineering colleges like K.J. Somaiya or SPIT? What is the criteria?,https://www.quora.com/Is-it-worth-to-take-a-branch-under-the-pretext-of-changing-it-after-first-year-Is-it-possible-to-change-branches-in-engineering-colleges-like-K-J-Somaiya-or-SPIT-What-is-the-criteria,"Next to impossible in premium colleges .

Firstly to change branch you would need some1 to fail in the branch you wanna join . failing means having 5 backlogs which is highly unlikely for some1 who is in kj mech or spit it or cs .

Moreover results of 1st year come after a month when you are in second year .thus there will be even more reluctance if you wnanan switch .

Even if some1 fails in the branch you wnanan join and the college allows switching you have to score very high in the 1st year.

So in short it's next to impossible in spit and kj.",-0.15627777777777777,0.4112777777777777,negative,objective
Which are the best engineering colleges in Mumbai?,https://www.quora.com/Which-are-the-best-engineering-colleges-in-Mumbai,"Pune And Mumbai are like a perfect hubs for Engineering , Both the cities consists of a lot of Engineering Colleges , but by my view point Only few are suitable for engineering in Mumbai ,

IIT BOMBAY , VjTi , ICT Mumbai ,SPCE , Dj Sangvi KJ Somaiya ,

In Pune There are more Good Engineering colleges better than Mumbai , yes it has IIT but i dont consider any other there , but no worries i am providing here a list of all of them you can go through

1. Indian Institute of Technology, Powai, Bombay.

2. Veermata Jijabai Technological Institute, Matunga, Mumbai

3. Institute of Chemical Technology, Matunga

Continue Reading",0.365625,0.603125,positive,subjective
What are the best colleges in Mumbai for BTech and MBA students?,https://www.quora.com/What-are-the-best-colleges-in-Mumbai-for-BTech-and-MBA-students,"Hello Aspirant,

Here are some of the best colleges in Mumbai for BTech and MBA students:

BTech

Indian Institute of Technology Bombay (IITB)
Veermata Jijabai Technological Institute (VJTI)
Sardar Patel Institute of Technology (SPIT)
Thadomal Shahani Engineering College (TSEC)
K.J. Somaiya College of Engineering (KJSCE)
Vivekanand Education Society Institute of Technology (VESIT)
Thakur College of Engineering and Technology (TCET)
Dwarkadas J. Sanghvi College of Engineering (DJSCE)
Ramrao Adik Institute of Technology (RAIT)
Fr. Conceicao Rodrigues College of Engineering (FRCCE)
Bharati Vidyapeeth's College of Engineering (BVCOE)
University of Mumbai's Institute of Chemical Technology (ICT)

MBA

Shailesh J. Mehta School of Management, IIT Bombay (SJMSOM)
Jamnalal Bajaj Institute of Management Studies (JBIMS)
SP Jain Institute of Management and Research (SPJIMR)
National Institute of Industrial Engineering (NITIE)
Prin. L. N. Welingkar Institute of Management Development & Research (WeSchool)
Athena School of Management
K.J. Somaiya Institute of Management
SIES School of Business Studies (SIES SBS)
Atharva Institute of Management Studies (AIMS)
Vivekanand Business School (VBS)
Narsee Monjee Institute of Management Studies (NMIMS)

Hope it helps

Please follow, upvote, and share.",1.0,0.3,positive,objective
Does K. J. Somaiya Engineering College have a South Indian quota?,https://www.quora.com/Does-K-J-Somaiya-Engineering-College-have-a-South-Indian-quota,"No K.J Somaiya College Of Engineering is a Gujarathi college and they have Gujarathi minority Quota. If you want to have South Indian quota go for SIES, Nerul, they have those quota

All the best",1.0,0.3,positive,objective
Which are the best engineering colleges in Mumbai after IIT and VJTI?,https://www.quora.com/Which-are-the-best-engineering-colleges-in-Mumbai-after-IIT-and-VJTI,"I'll be totally honest here. After IIT, Bombay and VJTI, the colleges are ranked like below,

1. Institute of Chemical Technology, Matunga, Mumbai.

2. Sardar Patel College of Engineering & Sardar Patel Institute of Technology, Andheri(West), Mumbai.

3. The third position is always ambiguous and there are three colleges who always fight for that spot, namely
i. D.J Sanghvi College of Engineering, Vile Parle, Mumbai.

ii. Thadomal Shahani Engineering College, Bandra, Mumbai.

iii. Vivekanand Educational Society's Institute of Technology, Chembur, Mumbai.

4. K.J Somaiya College of Engineering, Vidyavihar, Mumbai.

5. Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai.

You asked for the best engineering colleges in Mumbai, so I would stop there.",0.4625,0.3625,positive,objective
"After engineering from KJ Somaiya, will I get a Mumbai University degree or their private degree?",https://www.quora.com/After-engineering-from-KJ-Somaiya-will-I-get-a-Mumbai-University-degree-or-their-private-degree,"Hello there,

Those who are admitted in academic year 2020-21 and onwards, degree will be offered by Somaiya Vidyavihar University (SVU) since K.J. Somaiya College of Engineering(KJSCE) is now a constituent college of Somaiya Vidyavihar University (SVU).

Hope this answers your query.",0.0,0.0,neutral,objective
Which is the best college for engineering in Mumbai except IIT Bombay?,https://www.quora.com/Which-is-the-best-college-for-engineering-in-Mumbai-except-IIT-Bombay,"Hey mate !

Here are a list of 'em :-

1. Veermata Jijabai Technological Institute, Matunga, Mumbai

2. Institute of Chemical Technology, Matunga, Mumbai.

3. Sardar Patel College of Engineering & Sardar Patel Institute of Technology, Andheri(West), Mumbai.

4. D.J Sanghvi College of Engineering, Vile Parle, Mumbai.

5. Thadomal Shahani Engineering College, Bandra, Mumbai.

6. Vivekanand Educational Society's Institute of Technology, Chembur, Mumbai.

7. K.J Somaiya College of Engineering, Vidyavihar, Mumbai.

8. Fr. Conceicao Rodrigues College of Engineering, Bandra, Mumbai.

You asked for the best engineering colleges in Mumbai, so I would stop there.

Thanks for scrolling !",0.5,0.25,positive,objective
Which is the best engineering college under Mumbai University in Mumbai ?,https://www.quora.com/Which-is-the-best-engineering-college-under-Mumbai-University-in-Mumbai,"Some best engineering colleges in Mumbai are:

Veermata Jijabai Technological Institute (VJTI). ——Govt.
Institute of Chemical Technology (ICT).——Govt.
Sardar Patel College of Engineering (SPCE). —— Govt.
Sardar Patel Institute of Technology (SPIT).
Thadomal Shahani Engineering College (TSEC).
Dwarkadas J. Sanghvi College of Engineering.
K.J. Somaiya College of Engineering.
Vivekananda Education Society institute of Technology (VESIT).
Don Bosco Institute of Technology. (DBIT).
Fr. Conceicao Rodrigues College of Engineering.
Rajiv Gandhi Institute of Technology (RGIT).
Vidyalankar Institute of Technology (VIT).
Thakur College of Engineering and Technology.

There are many more colleges but I shortlisted few according to placement-wise.",0.45,0.35000000000000003,positive,objective
Which are good engineering colleges under MHCET?,https://www.quora.com/Which-are-good-engineering-colleges-under-MHCET,"VJTI.

Institute of Chemical Technology.

Saradar Patel College of Engineering.

Sardar Patel Institute of Technology.

K.J Somaiya College of Engineering.

D.J Sanghvi College of Engineering.

Vivekanand Education Society's Institute of Technology.

Thadomal Shahani Engineering College.

Fr. Coneicao Rodrigues college of Engineering.

K.J Somaiya Institute of Engineering and Information Technology.

Vidyalankar Institution of Technology.

Shah and Anchor Kutcchi Engineering College.

Rajiv Gandhi Institute of Technology.",0.0,0.0,neutral,objective
Which is the best college for an MCA in Maharashtra?,https://www.quora.com/Which-is-the-best-college-for-an-MCA-in-Maharashtra,"VJTI Mumbai is considered as the best college for MCA in Maharashtra. It's a government college which has low fee, a brand, placement is very good and most important its cut off is too high under MAH CET. So you get an opportunity to compete with the good minds to be a part of this college and after admission also. This is a state funded college so unfortunately there is no seat for OMS (Other than Maharashtra State) candidate, even if you score 100 percentile. In every state funded colleges of Maharashtra there is not a single seat for OMS candidate for MCA and B.Tech. University of Pune is also a very good choice for MCA but it has less than 15 seats for OMS candidate.

Conclusion :- If you are an OMS candidate you have to take admission only in a private college (some private colleges are good in Pune) in Maharashtra but fortunately if you are not then the best college is waiting for you dear.

All the best",0.3644235588972431,0.5318922305764411,positive,subjective
Are there any good colleges for computer science in mumbai?,https://www.quora.com/Are-there-any-good-colleges-for-computer-science-in-mumbai,"*********************Long Detailed Answer Ahead*********************
A million dollar question like this requires some better answers and not just a list of colleges based on cut-offs and placement figures. This may help others as even I had the same questions when I decided to take CS in Mumbai. I have studied in Tier 2/3 college as people like to call it. But have friends across the city studying in various colleges. So my answer will be based on their experiences and my experiences. So here is a list, assuming question doesn’t specifically asks about Mumbai University.
IIT Bombay :
I don’t need to rant about IIT-B as the top most college in Mumbai and India for CS. If you get in then congrats and be prepared to work hard. But the thing that makes IIT-B stand apart is the crowd of students that go there.
The professors, curriculum, labs, seniors and good coding culture makes it a perfect combination for any CS student. And placements are well known across the country.

VJTI, KJSCE, SPIT [Autonomous Colleges]:
Veermata Jijabai Technological Institute [VJTI], K. J. Somaiya College of Engineering [KJSCE], Sardar Patel Institute of Technology [SPIT] are all best autonomous institutes in Mumbai and one of the best when it comes to comparison in Mumbai based colleges.

VJTI : This is a government college and cheapest amongst all the colleges in Mumbai. It’s been consistently ranked 1 in Mumbai for a lot of reasons but I take all rankings with a bag of salt. VJTI is so good because the toppers in state entrance exam come here and when you have the best talent in the state, your results are bound to be good. But the teachers are a real letdown as far as what I have heard. Labs are below average and location is good. Fees are very low at around Rs. 70,000 PA. It is often a top destination for the all the best companies like Microsoft,etc and the top packages often hover around 20–24LPA. And the alumni presence is strong everywhere. You get it, go for it.
KJSCE,SPIT : Both the colleges got autonomy in the recent years and have been performing good in all the departments. But be ready to burn a hole of approx Rs. 1.25 - 1.75 LPA for the fees. But if you get in, its mildly justifies the fees. Students are smart, placements are good. Teachers are good to average as like everywhere else. Also good in terms of placement and all the big names come here.

DJSCE,TSCE,FCRIT,VESIT [Mumbai University]:
Dwarkadas J. Sanghvi College of Engineering [DJSCE], Thadomal Shahani Engineering College [TSEC], Fr. Conceicao Rodrigues College of Engineering [FCRIT], Vivekanand Education Society's Institute of Technology [VESIT] are all Mumbai University affiliated colleges and are considered very good after the autonomous bunch above. These are good colleges where you can get a decent shot at good companies. The fees are in range of Rs. 1 – 1.5 LPA which is average fees in Mumbai colleges.

DJSCE : They have grown in quality by leaps and bounds in a matter of years in all departments. And their committees and festivals are very good. Students are smart and teachers are mostly good. Placements are also top notch with the likes of JPMC, Morgan Stanley, etc. I even met a guy who got internship at Microsoft. So its going to catch up the lot above very soon.
TSEC : They have been the same all these years. Big name, good students and good placements with big names. Can’t go wrong with this one.
FCRIT : They have two campuses in Mumbai one in Bandra and the other in Vashi. I have friend in both the campuses. I’ll speak for the Vashi campus first. My friend quotes it beautifully in one word; “JAIL”. Yes! That’s what people feel in Vashi campus. Hardly any freedom, very very strict attendance policies. Everyone is just focused on rote learning [*Maggus*] and very few are good. My suggestion is avoid this one if you want some degree of freedom in college. The Bandra campus is better but attendance is also strict here to varying degrees. The placements are average that’s what I’ve heard. “Go here at your own risk.”
VESIT : Good college with good placements and haven’t heard anything highly negative about it.

TCET,ACE,SFIT,RGIT,VCET [Mumbai University] aka The Big Five:
Thakur College of Engineering and Technology [TCET], Atharva College of Engineering [ACE], St. Francis Institute of Technology [SFIT], Rajiv Gandhi Institute of Technology [RGIT], Vidyavardhini College of Engineering and Technology [VCET] are all colleges belonging to more or less the same clan. The thing that’s common in all of them is placements. The majority of the students get placed in the mass recruiter companies and hence they achieve good placement statistics. Without the mass recruiters, it will tough for them to place them, which true for rest of the colleges in Mumbai also. The fees ranges from Rs 93,000 - 1,30,000 which is in the low to average category. The students are a mixed bad in all these colleges with bright spots here and there.

TCET : The costliest in the lot but also good infrastructure in return. Has a name in the western suburbs and good placement record. I remember WorkApps had come here with a 30LPA pacakge and they selected one person. Most of the crowd gets placed in the mass recruiters here. But there are exceptions always, I knew some very good people in that college.
ACE : [*This can be a little biased view as I studied here*] “Bang for the Buck” is what I could like to describe Atharva as it is one of the most affordable private colleges in Mumbai but the fees are rising every year. I write a whole answer on pros and cons of being here but I’ll keep it short here. The CS department has a very good HOD and he supports the students in the department very well. There are various committees promoting good coding culture and seniors were good. Attendance is little lenient as compared to others and labs are super cool. Students vary a lot and this is a problem. Some are interested while others just come to do pass the time. But a huge potential in the department as all the teachers are good to average supporting students. [*I stop the rant here*]
SFIT : A close cousin of FRCIT with very strict attendance requirements of 75% which is a little harsh on the students. Teachers are average and so are the students. Nothing exceptional to speak for.
RGIT : This one was a good name in the past but the college has lost its shine becoming a stagnant college. I had friends here and as per them its nothing noteworthy. Teachers are ok and so are placements. Not so strict on the attendance front. Good to average infrastructure.
VECT : The lowest performing in the lot. Average to bad infrastructure. Average professors and nothing much to say about placements or students either. The college is good for Mechanical as that’s what I’ve heard. Location is far from Mumbai but very near from the railway station.

Other noteworthy names in Mumbai include Vidyalankar Institute of Technology [VIT], Mukesh Patel School of Technology Management & Engineering [MPSTME], Shah & Anchor Kutchhi Engineering College [SAKEC], Ramrao Adik Institute of Technology [RAIT]

But there is a caveat to every college in the list. No matter whether you go to IIT-B or RGIT, you have the same amount of time and resources at your disposal. So only the college name will not get you to success, its your own hardwork that will get you there. Also having a small group of like minded friends affects a lot and helps you in developing yourself. I know people in VJTI who work in Microsoft as well as in Accenture. So take all the reviews and rankings with a bag of salt and just work hard in college. And most importantly, in CS internet is your biggest friend and biggest enemy. So you should chose carefully.
Good Luck.

P.S : Edits and constructive feedback to improve the list is most welcomed.",0.2729264435242697,0.5157177363699104,positive,subjective
"I just got provisional admission in KJ Somaiya for computer engineering. Can you tell me the best of computer engineering and other best things about campus life, etc.?",https://www.quora.com/I-just-got-provisional-admission-in-KJ-Somaiya-for-computer-engineering-Can-you-tell-me-the-best-of-computer-engineering-and-other-best-things-about-campus-life-etc,"Hello there,

First of all, congratulations on your provisional admission in K.J. Somaiya College of Engineering, a part of Somaiya Vidyavihar University, for the academic year 2020-21. I am currently in my second year of engineering and would love to share my views as well as one of our Computer engineering alumni’s views on your question.

While talking about your question to our alumni she mainly focused on the following points-

1. Ample job opportunities provided by our placement cell.

2. Lab oriented curriculum, which makes it easy to apply our practical knowledge in real-world applications.

3. Quality Teaching by our Faculty members.

4. Software Development Cell which provides students with internships during summer and winter breaks.

5. Riidl incubator which can be like a bridging gap to help you to complete your dream project.

I have recently answered some questions related to academics in K.J. Somiaya College of Engineering.

Please do visit and upvote if it helped you!

Shreya Kulkarni's answer to What will the curriculum look like for a first-year student, pursuing computer engineering at KJSCE?

Shreya Kulkarni's answer to What are the other academic domains that a student can explore along with pursuing their majors or B.Tech at KJSCE?

There are some more points that I would love to add about campus life-

1.Huge lush campus with well facilitated and state-of-art buildings dedicated to 215+ programs. The campus is also home to 4+ hostel.

2. Everyday there is some activity/public lectures/seminars/workshops around the campus which makes our college life exciting each day.

3.Multiple canteens/mess/coffee houses are there to satisfy your hunger and to hang out with your friends anytime of the day.

4. KJSCE students can take part in many co-curricular activities and college fests lets us explore our skills apart from the academic interests.

5.We also have many councils/students associations/cultural teams ,which we can be part of, to help plan,organise and enjoy these fests.

I have recently answered a question on the experience one can gain being a part of KJSCE, so if you are interested for more information please do check it out.

What is your review of K. J. Somaiya College of Engineering?

Please keep visiting our website for more updates on admissions and SET-E 2020.

Hope this answers your question and all the best for your future endeavours!",0.2287037037037037,0.37407407407407406,positive,objective
What are an autonomous engineering colleges in Maharashtra?,https://www.quora.com/What-are-an-autonomous-engineering-colleges-in-Maharashtra,"Some of the autonomous engineering colleges in Maharashtra include:

1. Veermata Jijabai Technological Institute (VJTI), Mumbai

2. College of Engineering, Pune (COEP)

3. Sardar Patel Institute of Technology (SPIT), Mumbai

4. Fr. Conceicao Rodrigues College of Engineering (CRCE), Mumbai

5. Vishwakarma Institute of Technology (VIT), Pune

6. Thadomal Shahani Engineering College (TSEC), Mumbai

7. K. J. Somaiya College of Engineering, Mumbai

8. Dwarkadas J. Sanghvi College of Engineering (DJSCE), Mumbai

9. Pimpri Chinchwad College of Engineering (PCCOE), Pune

10. Maharashtra Institute of Technology (MIT), Pune

These colleges offer various undergraduate and postgraduate engineering programs and enjoy academic autonomy granted by the government or affiliated university.

feel free to contact us for for any further details or any admissions related queries.",0.17142857142857146,0.4857142857142857,positive,objective
